Scenario	Horizon	CapReq	Products	NumOfOrders	BatchSizes	System	WS1	WS2	WS3	WS4	WS5	WS6	WS7	WS8	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51	P52	P53	P54	P55	P56	P57	P58	P59	P60	P61	P62	P63	P64	P65	P66	P67	WS1	WS2	WS3	WS4	WS5	WS6	WS7	WS8	OperatorCost	OperationCost	SetupCost	LatenessCost	Investment
188	40	486537	15	599	51	2	47	16	13	8	31	20	1	6	0	0	0	2813	0	1808	0	2444	2457	0	0	0	2323	0	0	0	0	0	0	1206	0	0	0	0	0	2402	0	0	2242	0	0	2003	0	0	0	0	1582	0	0	0	0	1744	0	0	2822	0	0	0	1602	0	0	0	0	0	0	0	0	0	0	0	0	2259	1041	0	0	0	0	47	16	13	8	31	20	1	6	5460	57260	200	2360	3301
189	40	1081125	4	473	191	2	9	3	1	4	9	2	0	1	0	0	0	0	0	0	0	28611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15215	0	16908	0	0	0	0	0	0	0	0	0	0	0	0	0	29647	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	1	4	9	2	0	1	11680	35630	275	7060	579
190	40	1449254	52	447	294	2	127	49	39	15	96	71	6	27	2308	2037	3383	2007	0	0	3467	0	1612	1587	0	1821	1848	2308	3458	3085	3646	2876	2469	1638	2360	1663	2473	0	0	0	2037	0	0	2617	4359	1072	0	3205	1865	3503	3058	1067	4371	341	0	0	0	2403	3466	3325	2836	2288	2616	3019	3229	3480	1798	779	2540	2374	4362	1786	1290	2233	3103	2227	3843	3385	1705	0	0	127	49	39	15	96	71	6	27	15520	37190	335	8890	9887
191	40	633098	40	194	284	2	104	36	24	10	78	43	3	19	0	0	1333	0	1451	0	898	0	1336	0	0	0	1846	0	730	239	1901	828	2060	0	1481	0	0	849	945	625	2088	0	1509	0	577	0	2777	652	2364	0	0	0	0	1319	747	1229	1088	0	2885	954	722	0	2165	27	2088	0	1094	1316	509	0	0	1068	0	2117	2314	1883	1086	3264	0	668	0	104	36	24	10	78	43	3	19	6960	14990	215	4340	7282
192	40	1138712	11	333	286	2	34	15	3	2	23	12	1	4	0	0	0	0	0	10184	0	0	0	0	9103	0	0	0	0	5215	0	0	0	0	0	0	8864	0	8327	0	0	0	0	0	0	0	0	0	0	8627	0	0	0	0	0	4556	10385	7266	0	0	0	0	0	0	0	0	0	0	0	0	11607	0	11076	0	0	0	0	0	0	0	0	34	15	3	2	23	12	1	4	12320	29620	270	12170	2257
193	40	2286284	37	463	403	2	100	42	28	13	74	42	4	19	0	0	4069	0	0	6273	5433	3484	0	5859	0	0	8587	0	0	3669	0	0	6107	3015	0	2572	5905	5670	2763	8473	4260	4810	0	0	0	0	7349	4901	4987	4237	5348	6890	7006	0	0	6418	0	5760	1918	2300	4427	4248	3928	2414	0	6840	7543	5440	2012	0	0	0	0	0	7485	0	0	0	0	4009	0	100	42	28	13	74	42	4	19	24240	41260	475	17280	7506
194	40	1802413	51	432	380	2	130	56	39	14	97	65	5	23	0	0	4747	3809	2368	0	1711	2028	1805	2054	2050	0	1625	5025	3561	3753	0	0	2512	2297	4891	1283	3765	2048	1655	0	0	3039	2744	0	0	0	4735	6397	4132	4839	4185	2072	3049	0	3760	2206	5521	1984	4175	3155	2328	4556	5218	5347	2998	1765	2095	0	3657	1602	4130	1945	1356	4739	4292	0	1556	3396	4131	0	0	130	56	39	14	97	65	5	23	19160	35880	405	22520	10083
195	40	170580	36	559	29	2	95	35	32	16	73	51	2	18	418	0	403	461	454	0	0	463	0	423	0	0	0	600	230	0	0	214	412	454	0	603	372	0	356	0	808	386	468	0	689	482	408	246	0	505	696	0	464	0	0	0	602	0	187	487	0	0	466	0	288	0	655	416	340	0	0	0	349	733	302	0	525	0	0	0	0	95	35	32	16	73	51	2	18	2220	49410	200	950	7340
196	40	1552137	52	543	242	2	130	53	31	17	103	61	6	23	0	2630	3743	0	0	0	2945	1127	2708	1812	2832	4247	0	0	2741	1696	1155	3893	3146	4178	2705	3293	2891	3461	3640	0	1707	3875	1833	0	1994	1789	0	2618	1828	4698	1618	2138	3775	1150	542	1323	3067	0	2574	0	3089	1481	2708	3991	0	2844	3234	964	2776	1686	3170	1146	2022	2224	1562	1759	0	2276	0	0	2918	130	53	31	17	103	61	6	23	16600	45580	350	25430	9711
197	40	111389	55	387	27	2	139	56	42	18	112	70	6	26	277	190	265	138	186	122	0	121	147	163	157	308	78	0	265	255	0	204	0	298	150	69	281	73	273	189	222	47	186	245	0	80	429	64	206	0	0	299	0	227	219	118	254	454	142	201	98	222	114	176	202	184	102	159	57	81	222	177	0	0	177	0	221	0	22	273	184	139	56	42	18	112	70	6	26	1620	32800	200	1580	10768
198	40	471475	57	387	105	2	149	59	36	18	110	76	6	29	1097	521	574	208	1123	322	915	397	186	0	247	0	1077	603	654	322	937	682	0	676	1045	0	1211	0	871	0	740	1501	0	828	545	525	1131	0	0	0	1202	1124	591	590	937	551	626	1229	667	811	863	745	1180	680	307	0	563	707	367	565	1012	459	524	299	946	520	821	769	354	479	1306	146	58	36	18	107	75	6	29	5320	32700	200	6010	10940
199	40	1501725	15	341	352	2	43	21	15	7	34	17	1	6	0	0	0	3600	0	0	0	7630	0	11371	10373	0	0	0	0	0	0	0	0	7388	0	7283	0	0	2219	0	0	8458	0	0	0	0	7436	0	0	9762	10383	0	0	0	0	0	9405	0	0	0	8291	0	0	0	0	0	6973	0	0	0	0	0	9624	0	0	0	0	0	0	0	0	43	21	15	7	34	17	1	6	16080	33250	345	25810	3413
200	40	465976	5	320	163	2	10	6	7	2	12	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6875	0	12859	0	0	0	0	0	0	0	0	0	14699	0	0	0	0	0	0	4779	12904	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	7	2	12	7	0	2	5260	27670	195	4390	1059
201	40	163947	6	121	85	2	23	7	4	1	11	6	1	5	0	0	0	0	0	2095	0	0	0	0	0	0	0	0	0	0	0	1572	0	0	0	0	0	0	0	1960	0	0	0	1858	0	0	0	0	0	0	1117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1629	0	0	0	0	0	0	23	7	4	1	11	6	1	5	2100	11950	200	3430	1406
202	40	1400040	61	598	182	2	167	60	39	18	121	78	7	28	1448	766	0	823	2109	1541	2403	3658	1600	0	1155	2024	2266	1138	1918	0	1740	1232	2322	1005	1282	2076	2388	2015	2561	3603	2158	881	2327	535	1338	1473	1193	618	1960	1508	1903	1072	1792	2334	1080	1422	2639	783	0	1240	1899	1802	947	2973	1727	1528	0	1756	1291	0	2767	2242	2720	648	2499	2372	1765	1114	2200	2996	2281	167	60	39	18	121	78	7	28	14940	51610	315	17840	11959
203	40	137260	45	550	23	2	113	48	31	13	86	60	4	21	0	296	0	0	0	0	201	0	251	373	198	62	0	308	297	0	314	0	215	405	0	316	229	271	456	0	259	158	328	197	268	188	449	214	0	263	282	0	289	346	0	0	361	0	0	301	327	481	180	286	139	400	365	0	143	308	253	287	234	192	474	252	0	0	223	0	0	113	48	31	13	86	60	4	21	1900	45430	200	2790	8735
204	40	1940388	61	619	281	2	161	56	43	19	120	76	7	30	0	3774	3995	2460	1635	1380	2681	3285	4676	2390	2649	2025	3515	3168	499	3724	1730	1375	2577	4273	2759	2431	3797	3213	1738	2440	3070	3719	1126	3363	3333	2426	992	2343	4537	1919	2519	0	2676	1905	2960	1910	0	2445	1757	3127	4520	3221	2299	0	4011	4779	0	4773	2083	2839	2513	2814	2793	2598	4072	0	3516	2404	2091	5171	2927	161	56	43	19	120	76	7	30	20640	51330	420	12900	11725
205	40	377975	32	111	362	2	76	38	14	11	59	33	5	14	0	0	0	0	1327	0	1270	1257	1883	0	0	0	0	0	1114	0	2109	2409	0	0	760	0	1255	600	0	0	1010	0	0	1184	0	0	823	0	0	1704	169	1468	2342	1695	2142	965	0	0	624	0	105	881	0	1253	46	1460	0	1888	0	0	0	1612	0	0	2865	0	1205	728	0	0	0	72	35	14	10	56	32	5	14	4320	8190	205	0	5502
206	40	3089509	18	581	407	2	48	25	11	8	36	28	2	15	10534	0	0	0	0	0	0	12439	0	0	0	0	0	11007	0	0	0	0	9764	13798	13948	14171	0	0	0	0	0	20677	0	12349	0	15809	0	0	0	12033	0	16526	16345	0	0	0	0	0	0	11118	0	13831	0	0	0	0	11079	0	0	0	0	0	0	0	0	0	6876	0	0	14041	0	48	25	11	8	36	28	2	15	32580	55940	605	35910	3945
207	40	144985	11	299	55	2	27	9	10	5	26	17	2	4	0	0	0	1500	0	0	0	0	1511	0	1653	1894	1303	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	2042	0	0	0	0	0	0	0	1896	0	0	0	0	0	1886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1913	450	0	0	0	27	9	10	5	26	17	2	4	1920	27910	200	4130	2200
208	40	1096171	24	385	222	2	69	29	19	9	46	28	2	17	0	1828	2967	0	0	0	0	3945	0	3130	0	4144	5015	0	5864	936	0	0	0	0	3556	0	0	0	4407	1866	0	4798	0	0	0	0	0	0	0	0	0	4111	4778	5047	0	0	0	0	4384	0	1189	0	0	3131	0	0	0	0	2679	4163	3014	4569	3004	0	0	0	0	0	0	3134	0	69	29	19	9	46	28	2	17	11900	34810	280	15090	5123
209	40	1776199	24	441	381	2	65	26	10	7	43	28	3	11	0	0	0	0	6667	0	0	4740	8282	0	8497	7325	0	0	7014	5168	0	7643	8430	6503	0	8275	0	0	0	0	0	0	0	0	0	7791	0	0	0	6730	0	0	6887	0	7198	9590	0	8010	0	0	5803	0	0	0	0	0	0	0	0	7114	6705	8198	0	0	5988	5655	0	0	3790	0	0	65	26	10	7	43	28	3	11	18880	35250	390	17190	4508
210	40	588009	20	190	236	2	53	19	12	9	40	22	4	13	0	0	2229	0	1352	0	0	2741	0	1460	0	0	0	0	0	563	0	2034	0	0	2142	0	2862	0	1937	4108	2604	0	0	0	0	0	0	0	2089	0	4269	0	3716	0	0	0	0	0	0	2127	0	1602	0	0	0	0	0	0	0	0	0	1804	0	0	0	0	2047	1127	1991	0	0	53	19	12	9	40	22	4	13	6540	17180	205	19420	3832
211	40	279588	7	168	119	2	29	9	5	2	11	11	0	3	0	0	0	0	0	3440	0	0	0	0	0	0	0	0	0	0	0	0	3328	2622	0	0	0	0	0	0	0	0	0	0	0	2275	3054	0	0	0	0	3705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1546	0	0	0	0	0	0	0	0	0	0	0	0	29	9	5	2	11	11	0	3	3360	16620	190	2120	1763
212	40	87217	43	192	37	2	114	47	30	14	92	51	4	22	0	340	0	0	143	0	52	149	0	109	196	0	176	0	106	339	182	262	217	198	188	69	180	29	239	57	172	279	51	0	0	0	0	213	283	132	92	0	286	154	0	0	217	212	190	57	142	0	196	0	212	0	79	87	308	0	0	83	0	0	0	29	123	148	0	105	0	114	47	30	14	92	51	4	22	1320	16820	200	910	8586
213	40	2269252	41	599	275	2	111	43	26	12	84	46	3	19	0	3250	0	0	3184	5484	1850	5611	0	0	3285	0	2764	0	4052	4327	3685	4051	0	0	0	3708	0	0	0	5986	3223	3860	4269	0	0	0	0	4804	1688	2611	0	3677	5352	4787	4106	3703	5525	3815	3888	3303	0	0	4922	3998	0	4607	0	5814	2136	4341	0	0	4572	4613	1932	6398	3179	2178	0	5954	0	111	43	26	12	84	46	3	19	24060	51120	470	18090	7966
214	40	995260	8	308	366	2	20	5	6	2	15	10	0	5	0	0	7316	0	0	0	0	0	0	0	16271	0	8672	18353	0	18193	0	0	0	0	0	0	0	0	0	0	0	16045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14698	0	0	13143	0	0	0	0	0	0	0	0	0	20	5	6	2	15	10	0	5	10760	24140	265	17570	1406
215	40	526911	25	338	133	2	64	30	22	9	52	37	2	14	1516	0	1396	1561	0	2078	1531	0	0	3308	0	0	1626	1831	1499	0	1512	0	0	2011	0	0	0	0	0	0	0	1417	1635	1718	0	0	2132	0	0	0	0	1513	0	0	904	0	1963	0	2612	0	0	701	0	0	0	0	1583	0	2522	0	0	0	0	1605	0	0	1841	0	0	2928	0	64	30	22	9	52	37	2	14	5940	32210	200	4820	5322
216	40	730188	32	541	103	2	97	26	22	9	57	36	3	18	0	0	0	0	1419	2854	0	0	0	1975	0	0	2275	0	0	1344	1973	0	0	0	1771	1469	0	1049	2078	1580	0	1224	0	1314	0	2044	0	0	1133	0	0	1410	0	2457	0	1901	0	2448	0	0	865	1605	1163	1989	1104	0	0	0	2515	1437	0	0	2604	1456	1706	1572	0	0	1738	0	2261	97	26	22	9	57	36	3	18	8020	46250	215	9950	6242
217	40	1582749	60	485	275	2	167	61	43	17	121	82	6	32	1447	2188	0	2381	3588	741	2939	1603	3209	2909	2358	217	1935	1414	2991	0	2528	1802	2376	1746	2643	2178	3376	1806	2675	2290	0	2293	3460	2933	1472	1897	3003	2879	2482	0	1362	3323	117	2129	1692	2382	2125	2834	2338	3282	2032	2027	0	2674	1047	0	1604	2587	3029	3431	911	3969	1283	610	0	2324	1878	1775	1727	2274	3034	167	61	43	17	121	82	6	32	16880	42150	375	24170	12227
218	40	1278815	48	466	244	2	127	51	35	17	92	61	3	25	1190	1573	5036	839	3063	2649	2728	1692	0	2441	1465	0	0	806	3197	2385	2463	2289	1806	2673	2745	0	0	3360	1440	0	0	3988	0	2709	1696	1681	2508	3642	0	0	2262	0	1494	2462	0	2613	2343	0	2506	4775	1593	2213	0	0	0	1694	0	2578	2456	2557	2028	2403	3452	0	3199	1746	2678	2524	2146	0	0	126	51	35	17	89	60	3	25	13740	40460	290	8620	9443
219	40	1733090	8	396	401	2	22	5	5	3	17	10	0	6	24080	0	0	0	0	0	0	0	0	0	0	0	20309	0	0	25449	22649	0	0	0	0	0	0	0	0	0	0	23224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20722	0	0	11359	0	0	0	0	0	0	0	0	0	0	0	0	0	10874	0	22	5	5	3	17	10	0	6	18340	34500	380	22550	1467
220	40	2123105	47	475	393	2	116	49	34	17	97	58	6	25	0	2869	4835	4363	4121	4927	2479	2775	3811	5050	0	3493	9175	4180	3620	3071	4460	4277	0	5546	5939	3319	4078	4477	3545	1252	4909	0	0	1306	3183	0	0	2551	0	4775	0	0	4570	3109	4880	4161	4441	5436	4912	4592	4594	2921	0	5467	2577	3556	0	705	0	0	0	0	0	0	0	3752	4718	4235	0	1504	3949	116	49	34	17	97	58	6	25	22520	41090	450	33660	9130
221	40	1594672	65	406	321	2	174	64	46	20	129	84	7	34	2027	1736	1307	876	609	972	1011	3158	1943	2951	0	3285	2203	1047	1827	1676	1523	1363	783	2418	705	2880	3364	997	2210	2284	973	2270	1347	2716	2175	3319	2012	2110	2204	2082	2169	3300	2150	2677	3184	1661	2455	868	2681	1379	1416	2689	543	1505	1029	1994	1839	2432	2324	2860	783	0	2254	1959	2468	2252	2652	3410	1394	4072	1723	174	64	46	20	129	84	7	34	17000	35020	360	10410	12828
222	40	2217206	66	534	351	2	177	66	46	19	130	86	7	34	2923	2769	1962	2362	2741	1680	1592	5787	967	2801	2511	4491	1953	3386	3128	971	2985	1360	3795	2624	2519	1614	2626	1853	0	3238	2118	1035	2042	3643	2684	3607	2535	2605	3051	1547	4183	2730	3308	3009	2742	1447	1605	4778	2909	5792	2943	3015	2047	3239	465	5193	3356	2072	3903	5437	2799	4538	4362	2787	3288	2650	3952	745	2843	4067	1602	177	66	46	19	130	86	7	34	23540	45810	465	30460	13044
223	40	80948	48	159	42	2	120	55	32	18	99	62	6	22	132	0	48	227	0	0	291	182	56	242	70	196	24	95	115	175	160	108	188	302	241	172	372	219	7	0	60	0	0	0	0	194	9	62	0	86	139	136	167	111	0	248	133	164	250	71	59	42	0	343	0	0	137	12	0	206	0	144	0	0	76	0	126	103	0	0	33	117	53	31	18	98	60	6	22	1220	14170	195	1780	9245
224	40	296246	23	136	175	2	61	24	18	2	45	31	5	13	0	1171	0	0	0	1994	0	0	0	2309	0	1430	0	0	0	0	0	0	0	682	0	0	978	578	0	0	0	635	0	0	0	0	0	0	1489	0	1335	0	0	278	752	0	0	1237	0	0	1643	222	0	1387	1164	0	0	0	1373	266	0	718	1299	0	0	0	397	0	459	0	0	61	24	18	2	45	31	5	13	3400	12370	185	990	4692
225	40	580430	19	367	158	2	47	19	16	6	36	20	2	11	0	0	0	0	0	0	0	0	0	1653	0	0	3387	0	0	0	0	0	2927	0	3997	0	2458	0	3749	0	0	0	0	0	2647	0	2573	3196	3093	0	0	3195	4206	2050	1764	0	0	0	0	0	0	0	0	0	2852	0	0	4723	0	0	3377	0	0	0	0	3472	0	0	2796	0	0	47	19	16	6	36	20	2	11	6460	30260	200	5190	3632
226	40	1512699	49	467	263	2	129	50	38	13	100	61	4	25	0	2865	0	932	909	3285	2827	321	0	2749	0	1224	1497	3101	3799	2455	2951	1473	3891	2484	0	1788	1853	3026	0	2309	2839	1930	2927	0	0	0	3953	3014	1474	0	0	2669	2178	1858	924	2196	2450	4623	3593	0	3382	0	0	4043	2672	2067	2528	2344	0	2620	2659	0	0	3974	1699	2330	3413	2333	1517	2794	0	129	50	38	13	100	61	4	25	16180	40200	360	10510	9726
227	40	109854	65	195	47	2	172	66	44	20	129	82	7	31	154	174	105	189	467	51	148	332	111	0	97	309	53	190	133	124	265	0	61	227	128	90	163	8	51	141	3	0	110	261	187	13	109	259	198	192	90	196	0	142	198	211	227	91	0	155	153	0	273	254	104	25	0	41	240	263	113	219	18	330	156	60	0	123	154	230	77	156	54	35	17	118	74	6	24	1580	15950	195	330	11083
228	40	1383074	20	275	335	2	64	23	16	6	37	26	1	10	0	6222	0	0	0	0	0	4870	0	3207	0	0	0	0	0	0	3733	0	2025	0	0	0	0	0	0	7337	0	4057	0	0	1499	0	0	0	0	5680	5302	0	0	0	0	0	0	0	0	6206	4437	0	4234	3680	0	0	0	0	5286	0	4857	0	0	3646	4987	0	0	5858	4980	0	0	64	23	16	6	37	26	1	10	14800	25060	315	17080	4402
229	40	718238	17	155	362	2	53	22	13	5	33	26	3	9	0	0	0	3150	3085	0	0	0	0	0	0	0	0	0	0	0	0	3665	0	1217	5273	0	0	0	0	2297	0	0	2440	0	0	3363	0	0	0	0	2023	0	4154	0	0	0	3157	2665	0	5349	0	0	0	0	0	0	0	0	0	0	0	0	0	6543	0	0	4809	1413	1431	0	0	53	22	13	5	33	26	3	9	7840	14890	230	12410	3919
230	40	2668158	55	614	403	2	152	55	41	17	106	69	6	31	5027	0	5790	4617	0	4193	6343	6290	7558	10584	2066	3936	5718	0	0	3685	2269	4442	3812	4586	4562	7712	5336	3030	0	2097	4983	3153	4098	5996	2615	4768	4994	5597	4507	3854	4701	4149	4099	0	2075	0	2096	3089	0	3455	4732	0	5035	5516	3603	7343	0	6265	3411	1196	6976	2694	5301	3578	5353	3428	3056	0	6272	1773	0	152	55	41	17	106	69	6	31	28280	52940	540	25720	11051
231	40	1265671	62	418	258	2	170	62	46	19	122	77	5	32	538	1790	1774	3192	833	2227	925	1975	1776	3142	2226	2280	1513	0	0	1769	1225	1155	1357	2524	1528	3338	2406	1836	4207	1113	1577	1640	1438	459	0	1311	1632	791	1098	2243	0	716	2758	1531	2204	1922	2538	0	1251	2191	2257	2050	1550	1312	2010	2285	2126	1273	1897	1018	1180	2030	1874	1117	836	2010	1183	1352	1985	1491	1052	170	62	46	19	122	77	5	32	13560	36600	295	29200	12354
232	40	2252382	34	565	334	2	88	34	26	9	65	40	3	16	0	5110	5660	3555	0	0	0	4131	0	4224	6635	7210	0	0	0	4587	0	0	5210	0	0	0	3266	0	0	0	0	2903	0	0	0	0	0	0	9276	5926	0	0	0	2816	0	0	0	5636	5652	4895	4488	6675	6469	5741	6607	6771	8523	6562	3941	4272	7035	6086	0	0	2677	6229	6775	5234	0	7727	0	88	34	26	9	65	40	3	16	23880	46310	460	21390	6564
233	40	878063	25	601	146	2	64	25	17	5	45	26	4	16	0	0	0	3691	0	0	4220	0	4530	4658	2658	3321	0	0	0	4544	0	0	0	0	3166	0	2809	2174	0	1561	0	3146	3493	1569	5868	0	4975	0	0	3829	3772	0	0	0	0	3498	0	0	0	0	0	3130	0	0	0	3228	0	2443	0	3586	0	0	0	0	0	3602	4563	0	0	0	0	64	25	17	5	45	26	4	16	9520	48160	235	8250	4711
234	40	1244169	33	536	206	2	86	36	26	14	60	40	3	14	6302	3716	0	3964	3829	0	1754	3290	0	2404	0	0	2543	0	0	5015	0	0	0	1758	3960	0	0	4083	0	2636	2349	0	0	0	0	3006	5048	3763	0	3273	0	2879	0	0	0	0	4580	0	0	2146	0	4597	639	2432	0	3438	0	4585	3656	3902	0	3585	0	3314	2018	3146	0	0	0	2564	0	86	36	26	14	60	40	3	14	13380	44720	290	17580	6534
235	40	280914	9	462	56	2	30	6	9	5	13	9	0	6	0	0	0	0	3985	0	0	3088	2887	3707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3119	0	0	0	0	0	0	0	0	0	0	0	3061	0	0	0	0	0	0	0	0	1731	0	0	0	1357	0	0	0	0	0	3122	0	0	0	0	0	0	30	6	9	5	13	9	0	6	3340	40080	200	2520	1827
236	40	324009	40	142	214	2	112	40	30	11	79	55	6	20	558	0	0	568	567	0	690	0	831	0	582	764	0	0	679	0	0	668	299	46	237	3241	1215	1885	0	1041	0	0	0	0	0	411	0	979	0	1447	698	557	0	0	1166	0	0	841	0	0	336	720	1582	0	1333	0	1386	830	175	0	503	1147	0	390	0	0	0	0	0	1528	469	99	32	26	8	68	50	6	14	3760	11780	190	10830	7080
237	40	939560	37	417	222	2	91	28	27	11	70	51	6	17	0	0	3352	2963	0	0	4312	0	1936	0	0	3094	4047	3040	0	1327	2058	3414	1986	0	2882	0	0	0	3662	0	1520	0	0	0	2881	2324	2759	1609	3626	0	1933	0	0	1961	0	0	1421	2581	3002	2223	0	2552	0	2867	2755	1691	0	0	0	2663	2342	1733	3858	2316	0	0	885	768	2273	0	0	91	28	27	11	70	51	6	17	10180	33870	240	14800	6795
238	40	2000948	28	579	246	2	81	23	16	6	56	36	2	13	0	6222	3878	0	0	5723	5267	0	0	0	0	0	0	0	0	0	5835	3354	4320	5744	0	5371	0	0	1752	5228	0	3778	8566	0	3883	0	0	0	0	0	0	0	0	9126	3635	4679	5799	0	0	0	0	6228	6072	3916	0	0	5928	0	3278	0	0	4885	0	4958	0	5097	0	3542	0	0	6177	81	23	16	6	56	36	2	13	21280	47700	425	12730	5352
239	40	1385709	10	342	381	2	31	10	12	3	19	14	1	8	0	0	0	17811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16430	0	0	0	0	16045	0	16995	0	0	0	0	0	0	0	0	7336	0	0	9238	0	6578	0	0	0	0	0	0	0	0	0	0	0	0	15154	0	0	0	0	0	0	0	13751	10896	0	31	10	12	3	19	14	1	8	14820	33380	325	17290	2308
240	40	657223	46	256	197	2	135	40	28	15	85	57	6	28	0	0	1332	469	1413	0	952	1651	0	0	1025	1477	0	0	0	1204	0	1335	432	3064	1359	1530	0	0	1651	753	1043	0	2106	1057	173	808	3100	0	1104	0	1050	0	1737	0	0	1405	919	780	0	0	387	1076	394	598	738	791	328	1759	1245	1200	624	820	1007	174	0	0	381	1292	1911	772	0	130	39	27	15	82	55	6	27	7180	21220	210	4910	8721
241	40	2101304	23	633	294	2	58	33	13	5	48	30	3	8	0	8927	0	0	7215	0	0	0	0	0	8417	0	0	0	7191	7910	9816	8322	8706	5066	13660	0	0	10041	7870	0	0	0	9338	0	8664	0	0	4491	0	0	7561	8564	0	0	0	8358	10036	7457	0	7681	0	0	0	0	0	0	0	0	0	0	3408	0	0	0	0	0	0	7689	0	0	0	58	33	13	5	48	30	3	8	22320	54040	420	18310	4729
242	40	376114	31	379	81	2	87	20	30	13	67	44	2	17	0	606	0	780	0	1435	1734	986	0	488	0	0	946	1264	0	0	0	667	0	0	0	948	1096	0	1198	0	99	0	1397	858	0	1156	0	1552	0	0	833	0	0	950	0	0	0	0	717	0	611	0	0	0	2444	0	543	1284	754	0	0	910	1050	0	0	0	959	622	937	0	721	87	20	30	13	67	44	2	17	4320	34250	200	7080	6212
243	40	619230	58	599	88	2	154	52	43	18	113	72	3	27	0	1342	1014	569	1299	908	1502	1045	736	1222	0	780	0	1986	631	1033	486	1139	644	498	0	410	759	862	825	829	1216	806	551	382	541	895	1041	1168	549	194	0	938	0	1114	0	1314	232	0	1080	93	1519	717	1314	931	396	419	926	669	942	1060	1143	994	0	800	1540	1314	1325	1197	928	605	1087	154	52	43	18	113	72	3	27	6840	49070	205	5980	11091
244	40	731392	38	409	146	2	114	36	28	10	65	51	5	22	0	789	2544	2671	1875	0	979	0	0	1890	1226	824	2552	0	0	0	0	1795	1303	1485	1569	0	2514	0	0	1383	0	0	0	1202	2169	0	0	0	0	995	0	0	1676	0	1198	1307	1539	1503	0	0	0	1059	2298	684	2014	1681	0	1131	2123	1586	863	2076	1874	1793	0	0	0	1074	0	1372	1293	114	36	28	10	65	51	5	22	8040	35390	225	13210	7814
245	40	810630	67	331	218	2	178	67	46	20	133	86	7	34	1381	111	860	732	791	1302	1230	1632	1827	900	1768	731	1026	1582	702	941	1581	909	1925	1212	857	698	1225	2283	1281	1094	1123	1502	468	883	1218	660	1689	540	417	1967	1719	1203	494	2086	1451	686	1285	892	559	826	740	448	870	877	1501	1323	400	660	637	684	878	1929	1121	282	647	1808	1380	1277	1316	60	1142	178	67	46	20	133	86	7	34	8780	27830	230	14870	13148
246	40	2060664	42	479	353	2	117	48	28	12	75	54	5	23	0	0	0	0	6242	2896	3653	5324	0	3700	3563	4555	0	0	0	0	0	0	5547	3231	3491	3815	4180	5034	0	4024	6010	0	0	2852	3579	1304	6511	8444	4543	2708	5299	1707	3532	0	0	4280	3929	2854	0	2052	5913	0	2935	0	4657	4322	3175	0	0	6787	3575	2888	4658	1867	2937	3827	2650	0	0	0	0	117	48	28	12	75	54	5	23	21920	41480	445	26960	8562
247	40	78574	37	358	16	2	98	40	26	10	72	50	5	20	0	174	0	0	0	105	0	27	0	114	0	168	0	171	298	125	108	0	82	113	0	0	0	86	0	257	0	0	0	126	271	0	0	214	184	0	124	0	0	0	107	183	0	221	195	219	244	172	131	229	159	137	72	0	175	124	179	0	0	187	0	182	0	121	0	0	106	98	40	26	10	72	50	5	20	1220	30710	200	1210	7458
248	40	557474	5	418	133	2	16	4	2	1	6	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15969	0	0	0	6158	0	0	0	0	0	0	0	0	0	0	0	13790	12884	0	0	0	0	6943	0	0	0	0	0	0	0	16	4	2	1	6	3	0	1	6260	29890	200	12840	840
249	40	415818	49	163	203	2	122	54	27	10	94	66	6	26	261	706	0	0	0	0	1057	0	1310	0	0	0	1465	1247	156	403	0	384	392	39	114	0	722	764	0	1099	405	0	349	1494	483	45	283	714	80	720	579	904	1309	361	1165	0	1163	631	1003	386	0	646	0	216	0	135	773	0	0	876	428	965	1373	779	581	1036	334	1570	1084	0	85	118	53	27	10	93	66	6	26	4700	13560	200	2780	9221
